Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type
29,Male,121.1,1.87,188,130,52,1.31,937,HIIT
48,Female,71.5,1.64,179,154,60,1.46,1012,Yoga
19,Male,98.6,1.7,197,162,74,0.83,740,Cardio
52,Female,68.2,1.63,179,148,67,1.17,779,Strength
40,Female,57.7,1.69,184,156,53,1.18,920,HIIT
34,Male,124.6,1.63,161,136,66,1.41,1055,HIIT
43,Female,73,1.59,191,158,67,1.31,931,Yoga
25,Female,59.4,1.51,185,161,54,1.62,1304,Cardio
46,Female,52,1.65,165,147,63,0.7,463,Cardio
43,Female,42.2,1.65,162,148,59,1.33,886,Cardio
27,Male,89.3,1.64,192,162,64,1.82,1622,HIIT
43,Male,110,1.76,160,122,50,1.09,658,Yoga
51,Female,66.2,1.58,164,129,65,0.86,499,HIIT
58,Male,58.6,1.66,172,161,60,1.21,964,HIIT
24,Male,51,1.67,178,133,72,0.97,710,Strength
21,Male,101.5,1.95,171,131,69,0.97,699,Yoga
28,Male,114.2,1.87,184,166,55,1.05,959,Strength
46,Male,54.4,1.72,194,161,73,0.91,725,Cardio
53,Female,52.4,1.57,171,149,71,1.34,898,HIIT
42,Male,85.2,1.81,189,151,65,1.54,1151,Yoga
38,Male,83.6,1.74,164,151,51,1.66,1379,Cardio
53,Male,115.4,1.92,193,161,50,1.36,1084,Yoga
27,Male,71.2,1.97,181,151,73,0.74,615,HIIT
54,Female,78.1,1.6,198,145,73,1.1,718,Yoga
26,Female,54.2,1.65,172,120,58,1.07,642,Cardio
41,Female,77.6,1.76,162,161,71,1.27,920,Strength
52,Female,44.1,1.62,179,121,61,1.41,768,HIIT
52,Male,85.5,1.8,190,136,66,1.7,1144,Strength
53,Female,47.8,1.76,164,149,74,1.06,711,HIIT
35,Male,102.5,1.94,183,158,64,0.84,730,Cardio
56,Male,118,1.9,199,126,68,0.66,412,HIIT
49,Male,82.3,1.84,192,146,71,1.29,932,Strength
41,Male,81.6,1.87,167,128,59,1.87,1185,HIIT
40,Male,60.2,1.88,183,141,61,1.22,946,Cardio
49,Female,49.2,1.54,179,153,63,1.28,881,HIIT
54,Female,46.6,1.5,175,165,58,1.38,1025,Strength
29,Female,68.7,1.72,171,168,62,1.08,907,Cardio
30,Female,60.6,1.55,172,120,52,1.3,780,Strength
40,Male,52.1,1.61,198,128,70,0.87,612,HIIT
42,Female,46.6,1.77,184,139,63,0.61,382,Yoga
52,Male,65.5,1.74,191,138,70,1.48,1011,Strength
58,Female,44.2,1.57,183,155,59,1.08,753,HIIT
47,Male,89.1,1.84,168,159,65,1.44,1133,Yoga
34,Male,65.9,1.62,199,164,56,0.81,731,Yoga
37,Female,55.6,1.57,182,123,53,0.97,597,Cardio
42,Male,63.7,1.98,172,128,69,1.37,868,Yoga
39,Male,86.2,1.82,191,160,72,1.96,1725,Strength
30,Female,59.2,1.63,174,141,74,1.85,1304,Strength
36,Male,85.4,1.88,195,137,60,1.98,1492,Yoga
53,Female,68.1,1.55,164,131,65,1.41,831,HIIT
29,Female,60,1.62,181,161,69,0.85,684,Strength
58,Female,74.8,1.69,175,162,53,1.28,933,Strength
36,Male,90.3,1.65,169,158,71,1.38,1199,Cardio
29,Male,86.1,1.65,183,128,71,1.66,1169,HIIT
26,Male,73.7,1.66,177,125,72,0.93,639,Yoga
24,Female,67.7,1.56,177,138,66,1.42,980,HIIT
45,Male,78.3,1.96,166,167,62,1.29,1066,Cardio
31,Female,48.2,1.65,163,166,60,1.1,913,Cardio
48,Female,56.8,1.51,185,126,52,1.37,777,HIIT
36,Male,112.4,1.63,164,135,58,1.02,757,Cardio
33,Female,59,1.67,175,124,55,0.9,558,Cardio
22,Male,98.4,1.88,194,135,71,0.52,386,Cardio
52,Male,66.5,1.6,185,120,70,1.34,796,HIIT
29,Male,106.5,1.81,177,156,60,1.29,1107,Cardio
42,Male,88.4,1.93,188,158,65,1.68,1314,Yoga
38,Male,88.4,1.79,182,138,68,1.74,1321,Yoga
53,Female,53.3,1.74,173,156,54,1.37,962,Strength
40,Female,58.1,1.56,174,136,63,0.61,415,Yoga
33,Female,74.2,1.76,192,145,66,1.15,834,Strength
56,Male,84.6,1.63,184,141,52,1.01,705,HIIT
59,Male,78,1.92,180,127,53,0.72,453,Cardio
56,Male,89,1.68,176,152,65,1.77,1332,Yoga
31,Female,42.7,1.76,182,121,65,1.46,883,Strength
48,Male,83.9,1.82,176,149,70,1.9,1401,HIIT
22,Female,78.7,1.52,173,166,74,1.45,1204,Strength
52,Female,65.9,1.52,188,139,53,1.27,794,Cardio
40,Male,76.9,1.92,179,137,68,1.13,851,Yoga
46,Male,84.3,2,189,162,66,1.83,1467,HIIT
28,Female,62.4,1.6,178,129,62,1.1,710,Strength
35,Male,63.7,1.74,198,143,71,1.03,810,HIIT
29,Female,54.9,1.52,172,123,72,1.48,910,Strength
26,Male,76.4,1.79,177,156,73,1.17,1004,Strength
27,Male,106.4,1.86,182,123,50,1.34,907,Cardio
34,Female,68.4,1.5,192,132,61,1.37,904,Cardio
55,Male,63.5,1.86,198,144,53,1.36,969,Strength
24,Female,59.4,1.5,199,132,60,1.25,825,Yoga
30,Male,113.4,1.91,177,137,54,1.27,957,HIIT
57,Female,61.9,1.52,168,143,51,0.92,592,HIIT
59,Female,70.7,1.68,192,121,66,1.17,637,Cardio
26,Male,111.5,1.9,191,167,57,1.02,937,Yoga
44,Female,72.1,1.66,176,152,55,1.4,958,Strength
19,Male,56.9,1.87,178,138,70,0.61,463,Cardio
22,Male,86.2,1.9,186,128,58,1.91,1345,Strength
46,Male,59.4,1.68,165,147,62,1.16,844,Strength
54,Female,75.6,1.72,194,154,60,0.97,672,Cardio
55,Female,76.3,1.73,196,158,65,1.08,768,Yoga
36,Male,95.8,1.86,193,129,65,1.37,972,HIIT
25,Male,120.6,1.83,179,120,51,1.04,686,Cardio
18,Female,65.3,1.55,184,161,59,1.42,1143,Yoga
39,Male,85.3,1.89,163,140,61,0.77,593,Strength
34,Male,68,1.68,169,128,57,0.67,472,Cardio
24,Female,52.6,1.57,169,166,60,1.29,1071,HIIT
42,Male,63.3,1.77,183,134,59,1.32,876,HIIT
21,Female,76.3,1.65,180,154,62,1.14,878,Strength
53,Male,61,1.63,170,124,74,0.54,331,Cardio
23,Female,67.8,1.61,186,160,66,1.34,1072,HIIT
48,Male,114.9,1.86,175,141,56,1.36,949,Cardio
36,Male,88,1.71,185,160,73,1.87,1646,HIIT
56,Female,67.7,1.58,189,142,52,1.45,927,Strength
44,Male,124.8,1.85,175,126,69,1.35,842,Strength
27,Female,53,1.58,166,142,62,1.26,895,Cardio
43,Male,61.2,1.88,175,163,68,1.03,831,Yoga
36,Female,48.7,1.68,194,144,56,1.23,886,Yoga
56,Female,50.6,1.7,175,146,58,1.29,848,Strength
20,Female,72.6,1.73,199,160,68,1.27,1016,HIIT
30,Female,70.4,1.56,171,125,62,1.03,644,Yoga
45,Male,52.5,1.88,194,153,71,1.08,818,Strength
37,Male,76.3,1.77,180,128,57,1.36,957,HIIT
45,Female,41.2,1.58,195,168,71,1.47,1111,HIIT
25,Female,55.3,1.76,176,152,67,1.56,1186,Yoga
58,Female,49.7,1.67,191,125,72,1.38,776,Strength
56,Male,48.3,1.87,165,156,51,0.68,525,HIIT
18,Male,83.2,1.96,183,150,67,1.83,1510,HIIT
20,Male,120.5,1.73,186,153,67,1.01,850,Cardio
30,Male,121.6,2,179,160,60,1.24,1091,Cardio
45,Female,73,1.75,184,148,50,1.14,759,Yoga
42,Female,57.5,1.67,161,133,63,1.76,1053,Cardio
50,Female,42.7,1.53,168,155,65,1.41,983,Strength
55,Male,129.9,1.73,187,155,60,0.69,529,Yoga
23,Male,108.6,1.92,197,134,50,0.89,656,Yoga
49,Male,88.6,2,162,127,56,1.83,1150,Cardio
38,Female,49.7,1.51,179,145,65,1.25,906,HIIT
33,Female,56.4,1.54,165,155,63,1.06,822,Strength
38,Male,46.9,1.74,198,167,64,1.03,946,Strength
28,Female,71.3,1.67,192,140,63,1.46,1022,Strength
54,Male,71.6,1.86,160,147,70,1.14,830,Yoga
53,Male,82.3,1.61,196,123,60,1.87,1139,Strength
52,Female,70.6,1.69,165,135,65,1.36,826,HIIT
36,Male,109.8,1.62,193,141,68,0.84,651,HIIT
37,Female,73.5,1.69,174,131,66,0.54,354,Cardio
35,Male,85.6,1.85,185,135,55,1.78,1322,Strength
58,Female,74.6,1.68,173,159,60,1.03,737,Yoga
31,Female,63.2,1.8,166,157,66,0.59,463,Cardio
32,Female,62.6,1.63,190,161,58,1.67,1344,HIIT
48,Male,87.1,1.76,183,156,67,1.81,1398,Strength
18,Male,82.3,1.84,190,148,66,1.73,1408,HIIT
20,Female,64.3,1.78,188,137,61,1.71,1171,Cardio
33,Female,53.7,1.66,191,129,72,1.25,806,HIIT
40,Male,63,2,176,161,71,1.42,1257,Strength
28,Male,128.4,1.86,173,158,71,1.06,921,Strength
29,Male,88,1.89,199,137,54,1.75,1319,Cardio
27,Female,63.7,1.52,195,120,60,1.19,714,Strength
49,Male,83.7,1.87,183,158,53,1.29,1009,HIIT
33,Male,102.6,1.75,186,140,53,1.4,1078,HIIT
25,Female,77.7,1.55,184,120,52,0.55,330,Yoga
55,Male,87.5,1.88,191,134,73,1.19,789,Yoga
29,Male,87,1.86,177,123,72,1.52,1028,Yoga
41,Male,82.8,1.66,177,139,74,1.97,1355,HIIT
45,Female,65.4,1.68,196,129,66,0.76,441,HIIT
25,Female,47.2,1.71,185,142,56,0.89,632,Cardio
45,Female,58.2,1.7,168,160,53,0.95,684,Yoga
53,Female,73.5,1.55,194,153,72,1.17,806,HIIT
43,Female,55.2,1.73,167,165,62,1.67,1240,Cardio
25,Female,64.4,1.71,179,167,61,1.12,935,HIIT
45,Female,73.5,1.74,181,152,50,1.18,807,Cardio
45,Male,89.6,1.81,178,153,70,1.7,1287,Yoga
54,Male,86.5,1.76,189,158,68,1.48,1158,Yoga
58,Female,46.1,1.67,187,129,70,1.28,743,Yoga
53,Male,68.5,1.97,194,139,69,1.3,894,HIIT
44,Male,94.6,1.84,170,120,67,1.26,748,HIIT
34,Female,54.2,1.52,190,132,60,1.13,746,Cardio
26,Male,47.7,1.77,198,120,69,1.15,759,Strength
50,Male,52.2,1.84,195,124,52,1.38,847,Strength
37,Male,88.8,1.95,189,135,66,1.58,1173,Yoga
30,Male,101,1.68,182,134,61,1.46,1076,Strength
45,Male,118.4,1.95,178,168,59,1.06,881,Yoga
46,Female,47.9,1.72,171,147,57,1.41,933,Cardio
30,Female,51.5,1.74,174,150,64,1.08,810,Strength
52,Female,79.9,1.51,190,142,54,0.75,479,Strength
23,Male,121.3,1.85,196,167,53,0.72,661,Yoga
35,Female,78.9,1.64,196,164,70,1.28,1050,Cardio
22,Male,88.5,1.62,174,162,69,1.88,1675,Strength
42,Male,73.5,1.63,188,136,68,0.52,350,Strength
19,Male,127.9,1.93,185,168,70,1.27,1173,Strength
27,Male,88.5,1.98,161,153,53,1.8,1515,Cardio
47,Female,43.4,1.62,179,132,64,0.51,303,Cardio
22,Female,42.8,1.56,174,133,66,1.47,978,Strength
50,Male,64.5,1.79,163,130,61,1.17,753,Yoga
18,Female,50.7,1.53,181,147,52,1.29,948,Yoga
35,Male,59.2,1.66,197,161,59,1.3,1151,Strength
49,Female,78.9,1.73,182,151,64,1.38,938,Cardio
28,Female,78.7,1.63,185,154,59,1.1,847,Strength
38,Male,68.7,1.92,170,150,73,1.31,1081,Cardio
43,Female,53.1,1.59,187,136,72,0.82,502,Strength
42,Male,64.8,1.65,161,166,67,1.1,904,Cardio
39,Female,50.3,1.61,167,128,50,1.17,749,HIIT
44,Male,102.3,1.63,188,129,52,1.34,856,Yoga
30,Male,62.9,1.92,170,127,70,1.13,789,HIIT
50,Female,56.5,1.6,196,140,61,1.88,1184,Yoga
51,Female,74.6,1.55,177,132,50,0.71,422,Cardio
58,Male,52,1.79,173,169,52,1.12,937,HIIT
52,Female,52.1,1.67,169,124,52,1.5,837,Yoga
18,Female,72.2,1.54,194,125,54,0.97,606,Strength
38,Male,85.8,1.8,168,149,68,1.72,1410,Cardio
23,Male,81.4,1.85,194,150,74,1.6,1320,Cardio
45,Female,50.9,1.65,170,136,50,1.45,887,Strength
34,Male,52,1.78,171,130,53,1.38,987,Strength
22,Male,71,1.93,162,139,53,1.42,1086,Yoga
48,Male,80.6,1.77,198,167,66,1.51,1248,Cardio
22,Female,58.3,1.72,173,128,63,1,640,Yoga
55,Female,63,1.7,187,121,67,1.32,719,Strength
20,Male,111,1.94,170,156,50,1.02,875,Cardio
40,Female,52.6,1.66,198,120,71,1.27,762,Strength
54,Male,116.4,2,184,123,65,1.13,688,Yoga
54,Female,75.6,1.61,180,155,52,1.41,983,Yoga
27,Male,61.6,1.8,169,144,72,1.48,1172,Yoga
27,Male,108,1.8,174,122,70,1.38,926,Cardio
36,Female,59.3,1.75,178,128,58,0.99,634,Strength
34,Male,75.7,1.94,181,141,72,1.18,915,Strength
38,Female,56.3,1.6,180,142,53,1.21,859,Yoga
31,Female,58.2,1.73,191,131,70,1.17,766,Yoga
26,Male,55.7,1.68,182,129,54,1.13,802,Yoga
18,Male,125.9,1.67,172,153,60,1.46,1229,Yoga
30,Female,62.7,1.67,164,162,70,1.02,826,HIIT
21,Male,86.6,1.86,163,129,58,1.37,972,HIIT
18,Male,64.5,1.82,187,149,52,1.2,983,HIIT
57,Male,76.6,1.86,173,141,55,1.14,796,Yoga
49,Male,81.4,1.83,167,125,73,1.98,1225,Yoga
51,Male,60.7,1.71,168,169,60,1.14,954,Strength
45,Female,57.2,1.55,194,121,58,1.67,909,Cardio
48,Female,73,1.59,196,149,64,1.19,798,Strength
25,Male,123.8,1.99,180,121,72,1.13,752,HIIT
56,Male,93.6,1.66,177,151,52,1.37,1024,Strength
43,Male,76.8,1.92,192,161,50,1.24,988,Yoga
51,Female,54.7,1.53,167,135,69,1.11,674,HIIT
20,Male,92.3,1.94,176,131,71,1.14,821,HIIT
29,Female,71.8,1.55,190,120,68,1.2,720,Cardio
18,Female,66.9,1.57,193,127,63,1.07,679,Cardio
22,Female,48.7,1.76,165,167,66,1.37,1144,HIIT
47,Male,66.2,1.71,181,169,71,1.42,1188,HIIT
47,Female,40,1.76,173,132,63,0.8,475,Strength
34,Male,112.4,1.85,162,134,66,1.18,870,HIIT
40,Female,70,1.55,171,163,74,0.85,693,Yoga
32,Male,84,1.74,195,127,63,1.45,1013,Strength
54,Female,43.8,1.65,171,129,61,1.29,749,Yoga
38,Male,123.3,1.62,161,165,65,1.34,1216,Yoga
31,Female,57.9,1.56,161,124,50,1.8,1116,Yoga
19,Male,82.4,1.96,174,169,62,1.9,1766,HIIT
28,Male,84.8,1.79,182,138,55,1.35,1025,Cardio
56,Male,109.6,1.66,188,166,66,1.29,1060,Cardio
55,Male,86.4,1.77,176,157,61,1,777,Yoga
51,Female,63.9,1.8,191,130,72,1.07,626,HIIT
55,Female,70.8,1.62,166,162,68,0.54,394,Strength
51,Male,115.3,1.67,189,139,55,1.38,950,Yoga
35,Female,55.3,1.56,187,139,56,1.71,1188,Strength
47,Male,73.9,1.8,173,140,50,1.36,942,Strength
32,Male,97.3,1.96,189,137,50,1.36,1025,HIIT
44,Female,60.4,1.65,176,169,54,1.27,966,HIIT
51,Male,49.3,1.61,191,129,55,1.36,868,Cardio
55,Male,91.8,1.78,165,153,65,1.44,1091,Cardio
50,Female,73.6,1.55,183,145,74,0.89,581,HIIT
41,Male,47.1,1.78,165,149,65,1.26,929,Yoga
32,Male,65.2,1.62,186,128,63,0.58,408,Cardio
47,Male,87.2,1.64,177,165,50,2,1634,Strength
59,Male,96.7,1.71,183,150,62,0.57,423,Yoga
34,Female,46.9,1.61,196,161,69,1.02,821,Strength
22,Female,72.1,1.62,183,123,59,1.38,849,HIIT
46,Female,62.5,1.54,197,125,73,1.61,906,Strength
21,Male,110.7,1.69,193,133,59,1.06,775,Yoga
27,Male,102.6,1.83,199,123,58,1.41,954,HIIT
34,Female,64.3,1.62,174,145,62,1.76,1276,Yoga
27,Male,80.7,1.61,170,166,52,1.75,1598,Strength
34,Male,115.3,1.81,181,167,67,1.36,1249,Yoga
37,Male,87.8,1.69,183,158,69,1.81,1573,HIIT
41,Male,74.3,1.61,160,136,51,1.06,714,Strength
22,Female,78.5,1.7,177,138,66,1.36,938,Strength
51,Female,77.3,1.58,171,168,68,0.97,733,Cardio
23,Female,64.5,1.7,187,125,72,0.51,319,Cardio
19,Male,72,1.94,199,148,62,1.17,952,Yoga
30,Female,77.9,1.77,166,130,62,1.41,916,Cardio
28,Female,69.6,1.58,182,135,50,1.49,1006,Cardio
40,Male,68.9,1.99,180,149,51,1.16,951,Cardio
33,Male,45.9,1.89,193,144,50,1.45,1148,Cardio
48,Female,68.2,1.69,170,159,73,0.75,537,HIIT
28,Female,79.6,1.59,181,130,54,1.49,968,HIIT
33,Female,53.6,1.52,194,126,73,1.02,643,Cardio
25,Female,57.7,1.58,188,145,52,1.36,986,Yoga
21,Male,74.2,1.93,187,141,56,1.32,1024,HIIT
57,Female,64.4,1.56,177,144,73,1.52,985,Cardio
21,Female,54.9,1.78,173,138,71,0.55,380,HIIT
42,Male,50.3,1.64,177,150,62,0.63,468,Strength
20,Female,46.5,1.68,187,145,72,0.91,660,HIIT
49,Male,57.8,1.99,183,161,67,0.93,741,HIIT
20,Male,83,1.8,167,160,73,0.79,695,Yoga
44,Male,82.5,1.79,167,155,70,1.51,1159,HIIT
46,Female,66.5,1.73,163,142,56,1.11,709,Yoga
49,Female,70.2,1.67,186,166,50,0.93,695,Strength
36,Male,121.9,1.93,195,132,54,1.49,1082,Cardio
38,Female,70.3,1.52,164,144,66,1.19,857,Yoga
22,Female,40.3,1.56,192,121,57,1.45,877,HIIT
35,Male,101.4,1.76,193,121,64,0.84,559,HIIT
45,Male,79.2,1.95,189,135,69,1.47,982,Yoga
59,Female,75.8,1.77,167,128,53,1.46,841,Strength
39,Male,71.7,1.88,198,147,51,0.55,445,Cardio
38,Female,57.7,1.56,185,132,54,1.64,1082,HIIT
23,Female,47.4,1.6,196,154,50,0.76,585,Strength
18,Female,57.2,1.75,193,160,74,1.29,1032,Cardio
22,Female,44.8,1.72,166,132,54,1.48,977,Cardio
58,Male,90.2,1.72,199,150,55,0.9,668,HIIT
29,Male,84.9,1.72,187,140,51,1.79,1378,Yoga
43,Male,95.7,1.77,198,151,50,1.08,807,HIIT
51,Male,59,1.65,198,153,53,1.22,924,HIIT
31,Female,60.5,1.77,187,127,56,1.72,1092,HIIT
43,Female,53.8,1.72,173,160,71,1.03,742,Strength
44,Male,86.6,1.97,197,167,50,1.66,1372,Yoga
26,Female,72.8,1.67,163,121,50,1.37,829,Strength
43,Female,66.3,1.77,177,157,57,1.48,1046,HIIT
39,Female,56,1.6,184,151,69,0.89,672,Yoga
47,Male,45.9,1.93,166,159,65,1.29,1015,Cardio
34,Male,88,1.64,197,147,70,1.9,1536,Yoga
43,Male,94,1.79,187,156,62,1.31,1012,HIIT
53,Female,44.7,1.79,164,160,72,1.34,965,Yoga
18,Male,63.2,1.63,162,120,73,0.66,436,Cardio
25,Male,95.6,1.9,190,160,72,1.47,1294,Cardio
52,Male,47.8,1.86,179,129,67,1.01,645,Yoga
32,Male,85.3,1.64,178,123,69,1.77,1197,Cardio
39,Male,59.7,1.83,170,154,59,1.35,1143,Strength
31,Male,70.2,1.98,199,129,61,0.71,504,Yoga
43,Female,72.7,1.8,162,166,50,0.79,590,Cardio
45,Female,50.4,1.79,182,130,59,0.74,433,Cardio
40,Male,81.7,1.74,166,133,58,0.91,666,Yoga
31,Male,49.3,1.62,182,157,52,0.56,484,Strength
41,Female,61.9,1.64,166,131,68,1.93,1138,Yoga
19,Female,49.1,1.68,193,164,58,1.42,1164,Cardio
43,Male,66.5,1.83,178,136,59,1.11,747,Yoga
31,Male,75.5,1.93,168,135,68,0.6,446,Cardio
24,Male,88.2,1.79,177,154,65,1.76,1491,HIIT
20,Male,74.8,1.75,184,121,73,1.33,885,Yoga
40,Female,72.2,1.6,173,130,67,0.87,566,Yoga
35,Male,62.8,1.63,184,160,63,1.41,1241,Cardio
55,Male,84.7,1.79,178,122,52,1.19,719,Cardio
52,Male,116.5,1.69,198,148,51,0.53,388,Cardio
32,Male,77.4,1.92,174,137,50,1.39,1047,Cardio
42,Female,72.9,1.62,175,139,67,1.17,732,Yoga
54,Female,58.4,1.59,186,166,73,1.08,807,Cardio
45,Female,64.3,1.54,199,133,58,1.67,999,Yoga
27,Male,89.3,1.87,169,153,62,1.62,1363,Strength
56,Male,90.2,1.61,163,168,51,1.38,1148,Yoga
34,Female,59,1.62,178,150,56,1.13,847,Cardio
56,Male,58.7,1.86,187,159,65,1.09,858,Cardio
39,Male,127.5,1.82,180,161,70,1.26,1116,Strength
43,Female,68.6,1.52,173,137,68,1.42,875,Yoga
42,Female,56.7,1.53,192,149,74,1.07,717,Strength
34,Female,64.5,1.78,169,144,64,1.33,958,Yoga
30,Female,61.6,1.52,178,138,71,1.78,1228,Cardio
37,Male,75.1,1.82,189,127,60,1.23,859,Yoga
42,Male,79.3,1.93,181,147,50,1.22,888,Cardio
21,Female,72.6,1.68,162,127,70,1.19,756,Cardio
27,Male,76.7,1.7,196,150,56,0.96,792,HIIT
20,Female,44.2,1.61,177,122,69,1.08,659,HIIT
58,Female,56.5,1.7,170,122,57,0.74,406,Yoga
35,Male,100.9,1.63,161,163,59,1.1,986,Cardio
53,Female,55.8,1.55,171,141,54,1.12,711,Strength
39,Male,58.3,1.93,165,136,58,1.35,1010,Cardio
51,Male,48.6,1.77,199,155,74,1.47,1128,Strength
25,Male,81.7,1.95,188,136,74,1.94,1451,Yoga
57,Male,85.6,1.69,189,133,50,1.76,1159,Yoga
36,Female,60,1.72,161,128,51,1.63,1043,Strength
59,Male,126.4,1.69,168,149,68,1.24,915,Strength
58,Female,75.4,1.78,161,140,63,1.05,662,Cardio
54,Female,64.2,1.69,188,131,69,1.69,996,Yoga
23,Female,65.2,1.62,192,156,59,1.37,1069,Cardio
43,Female,70.1,1.66,169,151,58,0.99,673,Strength
51,Male,102.6,1.77,193,130,59,1.21,779,HIIT
23,Male,107.2,1.93,167,139,55,1.15,879,HIIT
54,Female,56.5,1.75,196,154,66,1.76,1220,HIIT
50,Female,61.6,1.75,192,166,74,1.22,911,Strength
39,Male,81.7,1.75,165,165,55,1.32,1198,Cardio
38,Female,76.6,1.58,199,130,53,0.74,481,Yoga
23,Male,116.8,1.79,178,127,69,1,698,Strength
23,Female,60.1,1.59,191,123,52,1.8,1107,HIIT
21,Male,93.7,1.73,186,146,72,1,803,Cardio
47,Female,41.6,1.58,160,163,68,1.03,756,Yoga
28,Female,55.1,1.79,192,159,67,1.99,1582,Yoga
47,Male,127.1,1.76,199,157,73,0.71,552,Strength
48,Female,69.1,1.6,191,166,53,1.34,1001,Strength
41,Female,66.8,1.74,164,149,57,1.34,898,Yoga
26,Male,125.5,1.76,176,163,66,1.15,1031,Yoga
20,Female,71.3,1.58,167,167,54,1.07,893,HIIT
48,Male,129.2,1.61,193,167,62,1.06,876,Yoga
57,Male,96.3,1.86,168,146,74,1.1,795,Strength
54,Female,67.5,1.54,182,140,50,0.72,454,Cardio
53,Female,64.4,1.55,194,139,62,1.77,1107,HIIT
41,Female,64.9,1.57,166,123,53,1.04,576,HIIT
48,Female,52.3,1.66,174,130,71,0.74,433,Yoga
23,Female,56.7,1.55,179,132,73,1.38,911,Cardio
19,Female,46.8,1.63,184,128,63,1.35,864,HIIT
37,Female,70.3,1.77,162,123,52,1.01,621,Strength
45,Male,80.8,1.76,183,131,54,1.7,1102,Yoga
28,Female,56,1.5,193,128,56,1.94,1242,Strength
21,Male,101.2,1.84,181,132,50,1.3,944,Yoga
32,Female,56.6,1.57,170,167,72,1.65,1378,HIIT
23,Female,40.9,1.75,167,145,61,0.82,594,Yoga
47,Male,127.8,1.65,198,157,60,0.77,598,Cardio
55,Female,49.3,1.76,194,161,73,1.28,927,Strength
19,Female,64.3,1.63,197,132,57,1.87,1234,Cardio
32,Male,49.3,1.62,167,158,74,1.18,1025,Strength
28,Female,63,1.62,196,147,55,0.68,500,Strength
25,Female,41.1,1.67,186,138,71,1.03,711,Yoga
43,Female,40.5,1.74,187,143,51,1.5,965,HIIT
22,Male,71,1.62,199,138,68,0.91,691,HIIT
23,Female,60.9,1.62,193,168,69,1.59,1336,Cardio
43,Female,64.7,1.66,191,132,69,1.88,1117,Yoga
21,Female,51,1.71,174,132,73,1.07,706,HIIT
36,Female,57.7,1.77,176,147,63,1.65,1213,Strength
37,Male,76.9,1.82,192,121,50,1.49,992,Strength
50,Male,80.5,1.77,175,129,59,1.85,1181,Yoga
37,Female,73.3,1.74,188,141,65,1.03,726,Cardio
29,Female,49,1.57,168,132,53,1.33,878,Yoga
18,Male,114.5,1.97,192,128,60,1.03,725,Cardio
43,Male,81,1.78,188,152,65,1.58,1189,Yoga
31,Female,53.5,1.76,172,133,69,1.22,811,Strength
55,Male,52.1,1.68,180,167,50,0.77,637,Yoga
54,Female,70.1,1.52,180,139,65,0.76,475,HIIT
28,Male,86.9,1.78,164,134,68,1.29,951,HIIT
53,Male,73.4,1.76,169,151,70,1.09,815,Yoga
30,Male,90,1.66,165,152,71,1.32,1104,Cardio
20,Male,85.7,1.92,172,136,58,1.72,1287,Cardio
50,Female,70.4,1.55,160,143,58,0.73,470,Strength
23,Male,57.7,1.71,179,149,58,1.15,942,Strength
27,Male,75.7,1.76,167,132,66,0.68,494,Cardio
22,Female,61.8,1.52,169,166,61,1.83,1519,Yoga
40,Male,80.3,1.76,168,167,74,1.63,1497,Strength
27,Male,104.3,1.68,162,135,62,1.28,950,Cardio
19,Female,65.7,1.58,170,121,57,1.46,883,Cardio
30,Male,120.3,1.96,171,136,65,0.66,494,Yoga
57,Female,51.9,1.57,169,151,67,1.05,713,HIIT
19,Female,59.1,1.57,184,162,50,1.65,1336,Cardio
37,Female,66.9,1.75,184,127,50,1.38,876,Strength
18,Female,66.9,1.75,170,122,61,0.94,573,Yoga
54,Male,78.7,1.66,195,131,55,1.42,921,Yoga
26,Female,62.4,1.61,198,139,58,1.88,1307,Yoga
34,Male,102.1,1.71,185,135,72,0.96,713,HIIT
26,Male,51.9,2,173,133,54,0.75,549,HIIT
28,Male,58.3,2,198,135,65,1.32,980,Strength
32,Male,89.8,1.92,199,168,67,1.93,1783,Strength
41,Male,101.1,1.83,160,162,66,0.79,634,Yoga
55,Male,118.6,1.72,163,168,67,0.77,640,Strength
52,Male,84.8,1.85,189,152,50,1.19,895,Cardio
47,Male,80,1.77,171,149,68,0.72,531,HIIT
48,Male,73.1,1.83,194,131,71,1.05,681,Yoga
22,Male,117.3,1.68,172,134,57,1.24,914,Yoga
31,Female,77.4,1.71,190,137,52,1.26,863,Cardio
28,Female,72.9,1.67,197,147,74,1.13,831,Cardio
26,Female,71.2,1.5,182,142,54,1.15,816,Cardio
51,Male,88.2,1.62,163,133,72,1.56,1027,Cardio
29,Female,75.6,1.8,175,149,57,1.31,976,Yoga
52,Female,57.9,1.56,166,152,68,1.66,1135,HIIT
52,Female,70.6,1.58,181,164,67,1.02,753,HIIT
18,Male,118.6,1.64,188,134,67,0.94,693,Cardio
57,Male,55.7,1.99,170,126,70,1.13,705,Strength
39,Male,102.3,1.94,192,134,50,0.89,656,Yoga
46,Male,72.6,1.87,188,161,64,1.31,1044,HIIT
25,Female,63.8,1.68,198,165,67,0.95,784,Cardio
28,Female,67.3,1.67,171,157,74,0.61,479,Strength
58,Female,59.3,1.58,166,165,56,1.97,1463,Strength
54,Female,70.7,1.57,198,163,65,1.14,836,Cardio
